ResultID,RaceID,DriverID,TeamID,Pos,Points,Standings,LapTime
483,25,16,MCL,5,10,Finished,+53.303
484,25,20,MCL,6,8,Finished,+53.737
485,25,24,ALP,7,6,Finished,+61.683
486,25,18,SAU,8,4,Finished,+68.439
487,25,8,AT,9,2,Finished,+76.221
488,25,1,WIL,10,1,Finished,+79.382
489,25,27,SAU,11,0,Finished,+81.695
490,25,26,AMR,12,0,Finished,+88.598
491,25,30,HAS,13,0,Finished,+1 Lap
492,25,15,HAS,14,0,Finished,+1 Lap
493,25,23,AT,15,0,Finished,+1 Lap
494,25,31,WIL,16,0,Finished,+1 Lap
495,25,25,ALP,17,0,Finished,+1 Lap
496,25,10,RBR,NULL,0,DNF,NULL
497,25,32,AMR,NULL,0,DNF,NULL
498,25,21,FER,NULL,0,DNF,NULL
499,26,10,RBR,1,26,Finished,01:32:07.986
500,26,17,RBR,2,18,Finished,+16.527
501,26,16,MCL,3,15,Finished,+34.834
502,26,22,MER,4,12,Finished,+42.506
503,26,18,SAU,5,10,Finished,+43.181
504,26,12,FER,6,8,Finished,+56.072
505,26,23,AT,7,6,Finished,+61.110
506,26,32,AMR,8,4,Finished,+70.892
507,26,15,HAS,9,2,Finished,+75.260
508,26,26,AMR,10,1,Finished,+1 Lap
509,26,1,WIL,11,0,Finished,+1 Lap
510,26,8,AT,12,0,Finished,+1 Lap
511,26,11,MER,13,0,Finished,+1 Lap
512,26,24,ALP,14,0,Finished,+1 Lap
513,26,27,SAU,15,0,Finished,+1 Lap
514,26,31,WIL,16,0,Finished,+1 Lap
515,26,30,HAS,17,0,Finished,+1 Lap
516,26,20,MCL,18,0,Finished,+1 Lap
517,26,25,ALP,NULL,0,DNF,NULL
518,26,21,FER,NULL,0,DNF,NULL
519,27,10,RBR,1,26,Finished,01:34:24.258
520,27,12,FER,2,18,Finished,+3.786
521,27,21,FER,3,15,Finished,+8.229
522,27,17,RBR,4,12,Finished,+10.638
523,27,22,MER,5,10,Finished,+18.582
524,27,11,MER,6,8,Finished,+21.368
525,27,18,SAU,7,6,Finished,+25.073
526,27,24,ALP,8,4,Finished,+28.386
527,27,1,WIL,9,2,Finished,+32.365
528,27,26,AMR,10,1,Finished,+37.026
529,27,25,ALP,11,0,Finished,+37.128
530,27,23,AT,12,0,Finished,+40.146
531,27,20,MCL,13,0,Finished,+40.902
532,27,31,WIL,14,0,Finished,+49.936
533,27,30,HAS,15,0,Finished,+73.305
534,27,15,HAS,NULL,0,DNF,NULL
535,27,32,AMR,NULL,0,DNF,NULL
536,27,8,AT,NULL,0,DNF,NULL
537,27,16,MCL,NULL,0,DNF,NULL
538,27,27,SAU,NULL,0,DNF,NULL
539,28,10,RBR,1,25,Finished,01:37:20.475
540,28,17,RBR,2,19,Finished,+13.072
541,28,22,MER,3,15,Finished,+32.927
542,28,21,FER,4,12,Finished,+45.208
543,28,11,MER,5,10,Finished,+54.534
544,28,18,SAU,6,8,Finished,+59.976
545,28,24,ALP,7,6,Finished,+75.397
546,28,16,MCL,8,4,Finished,+83.235
547,28,25,ALP,9,2,Finished,+1 Lap
548,28,23,AT,10,1,Finished,+1 Lap
549,28,32,AMR,11,0,Finished,+1 Lap
550,28,20,MCL,12,0,Finished,+1 Lap
551,28,8,AT,13,0,Finished,+1 Lap
552,28,30,HAS,14,0,Finished,+1 Lap
553,28,26,AMR,15,0,Finished,+1 Lap
554,28,31,WIL,16,0,Finished,+2 Laps
555,28,15,HAS,17,0,Finished,+2 Laps
556,28,1,WIL,18,0,Finished,+2 Laps
557,28,27,SAU,NULL,0,DNF,NULL
558,28,12,FER,NULL,0,DNF,NULL
559,29,17,RBR,1,25,Finished,01:56:30.265
560,29,21,FER,2,18,Finished,+1.154
561,29,10,RBR,3,15,Finished,+1.491
562,29,12,FER,4,12,Finished,+2.922
563,29,22,MER,5,10,Finished,+11.968
564,29,16,MCL,6,9,Finished,+12.231
565,29,25,ALP,7,6,Finished,+46.358
566,29,11,MER,8,4,Finished,+50.388
567,29,18,SAU,9,2,Finished,+52.525
568,29,32,AMR,10,1,Finished,+53.536
569,29,8,AT,11,0,Finished,+54.289
570,29,24,ALP,12,0,Finished,+55.644
571,29,20,MCL,13,0,Finished,+57.635
572,29,26,AMR,14,0,Finished,+60.802
573,29,31,WIL,15,0,Finished,+1 Lap
574,29,27,SAU,16,0,Finished,+1 Lap
575,29,23,AT,17,0,Finished,+1 Lap
576,29,1,WIL,NULL,0,DNF,NULL
577,29,30,HAS,NULL,0,DNF,NULL
578,29,15,HAS,NULL,0,DNF,NULL
579,30,10,RBR,1,25,Finished,01:34:05.941
580,30,17,RBR,2,19,Finished,+20.823
581,30,22,MER,3,15,Finished,+45.995
582,30,11,MER,4,12,Finished,+71.679
583,30,8,AT,5,10,Finished,+77.299
584,30,32,AMR,6,8,Finished,+84.099
585,30,25,ALP,7,6,Finished,+88.596
586,30,20,MCL,8,4,Finished,+92.207
587,30,16,MCL,9,2,Finished,+92.556
588,30,24,ALP,10,1,Finished,+108.184
589,30,18,SAU,11,0,Finished,+1 Lap
590,30,1,WIL,12,0,Finished,+1 Lap
591,30,23,AT,13,0,Finished,+1 Lap
592,30,30,HAS,14,0,Finished,+1 Lap
593,30,31,WIL,15,0,Finished,+1 Lap
594,30,26,AMR,NULL,0,DNF,NULL
595,30,15,HAS,NULL,0,DNF,NULL
596,30,27,SAU,NULL,0,DNF,NULL
597,30,12,FER,NULL,0,DNF,NULL
598,30,21,FER,NULL,0,DNF,NULL
599,31,10,RBR,1,25,Finished,01:36:21.757
600,31,21,FER,2,19,Finished,+0.993
601,31,11,MER,3,15,Finished,+7.006
602,31,22,MER,4,12,Finished,+12.313
603,31,12,FER,5,10,Finished,+15.168
604,31,24,ALP,6,8,Finished,+23.890
605,31,18,SAU,7,6,Finished,+25.247
606,31,27,SAU,8,4,Finished,+26.952
607,31,25,ALP,9,2,Finished,+29.945
608,31,26,AMR,10,1,Finished,+38.222
609,31,20,MCL,11,0,Finished,+43.047
610,31,32,AMR,12,0,Finished,+44.245
611,31,1,WIL,13,0,Finished,+44.893
612,31,8,AT,14,0,Finished,+45.183
613,31,16,MCL,15,0,Finished,+52.145
614,31,31,WIL,16,0,Finished,+59.978
615,31,15,HAS,17,0,Finished,+68.180
616,31,23,AT,NULL,0,DNF,NULL
617,31,30,HAS,NULL,0,DNF,NULL
618,31,17,RBR,NULL,0,DNF,NULL
619,32,21,FER,1,25,Finished,02:17:50.311
620,32,17,RBR,2,18,Finished,+3.779
621,32,11,MER,3,16,Finished,+6.225
622,32,12,FER,4,12,Finished,+8.546
623,32,25,ALP,5,10,Finished,+9.571
624,32,16,MCL,6,8,Finished,+11.943
625,32,10,RBR,7,6,Finished,+18.777
626,32,30,HAS,8,4,Finished,+18.995
627,32,32,AMR,9,2,Finished,+22.356
628,32,15,HAS,10,1,Finished,+24.590
629,32,26,AMR,11,0,Finished,+26.147
630,32,31,WIL,12,0,Finished,+32.511
631,32,20,MCL,13,0,Finished,+32.817
632,32,23,AT,14,0,Finished,+40.910
633,32,24,ALP,NULL,0,DNF,NULL
634,32,8,AT,NULL,0,DNF,NULL
635,32,18,SAU,NULL,0,DNF,NULL
636,32,22,MER,NULL,0,DNF,NULL
637,32,27,SAU,NULL,0,DNF,NULL
638,32,1,WIL,NULL,0,DNF,NULL
639,33,12,FER,1,25,Finished,01:24:24.312
640,33,10,RBR,2,19,Finished,+1.532
641,33,11,MER,3,15,Finished,+41.217
642,33,22,MER,4,12,Finished,+58.972
643,33,24,ALP,5,10,Finished,+68.436
644,33,30,HAS,6,8,Finished,+1 Lap
645,33,16,MCL,7,6,Finished,+1 Lap
646,33,15,HAS,8,4,Finished,+1 Lap
647,33,20,MCL,9,2,Finished,+1 Lap
648,33,25,ALP,10,1,Finished,+1 Lap
649,33,18,SAU,11,0,Finished,+1 Lap
650,33,1,WIL,12,0,Finished,+1 Lap
651,33,26,AMR,13,0,Finished,+1 Lap
652,33,27,SAU,14,0,Finished,+1 Lap
653,33,8,AT,15,0,Finished,+1 Lap
654,33,23,AT,16,0,Finished,+1 Lap
655,33,32,AMR,17,0,Finished,+1 Lap
656,33,21,FER,NULL,0,DNF,NULL
657,33,31,WIL,NULL,0,DNF,NULL
658,33,17,RBR,NULL,0,DNF,NULL
659,34,10,RBR,1,25,Finished,01:30:02.112
660,34,11,MER,2,18,Finished,+10.587
661,34,22,MER,3,15,Finished,+16.495
662,34,17,RBR,4,12,Finished,+17.310
663,34,21,FER,5,11,Finished,+28.872
664,34,25,ALP,6,8,Finished,+42.879
665,34,16,MCL,7,6,Finished,+52.026
666,34,24,ALP,8,4,Finished,+56.959
667,34,20,MCL,9,2,Finished,+60.372
668,34,26,AMR,10,1,Finished,+62.549
669,34,32,AMR,11,0,Finished,+64.494
670,34,8,AT,12,0,Finished,+65.448
671,34,1,WIL,13,0,Finished,+68.565
672,34,18,SAU,14,0,Finished,+76.666
673,34,30,HAS,15,0,Finished,+80.394
674,34,27,SAU,16,0,Finished,+6 Laps
675,34,31,WIL,NULL,0,DNF,NULL
676,34,15,HAS,NULL,0,DNF,NULL
677,34,12,FER,NULL,0,DNF,NULL
678,34,23,AT,NULL,0,DNF,NULL
679,35,10,RBR,1,25,Finished,01:39:35.912
680,35,11,MER,2,19,Finished,+7.834
681,35,22,MER,3,15,Finished,+12.337
682,35,21,FER,4,12,Finished,+14.579
683,35,17,RBR,5,10,Finished,+15.688
684,35,12,FER,6,8,Finished,+16.047
685,35,16,MCL,7,6,Finished,+78.300
686,35,25,ALP,8,4,Finished,+1 Lap
687,35,24,ALP,9,2,Finished,+1 Lap
688,35,32,AMR,10,1,Finished,+1 Lap
689,35,26,AMR,11,0,Finished,+1 Lap
690,35,8,AT,12,0,Finished,+1 Lap
691,35,27,SAU,13,0,Finished,+1 Lap
692,35,30,HAS,14,0,Finished,+1 Lap
693,35,20,MCL,15,0,Finished,+1 Lap
694,35,15,HAS,16,0,Finished,+1 Lap
695,35,1,WIL,17,0,Finished,+1 Lap
696,35,31,WIL,18,0,Finished,+1 Lap
697,35,23,AT,19,0,Finished,+2 Laps
698,35,18,SAU,NULL,0,DNF,NULL
699,36,10,RBR,1,26,Finished,01:25:52.894
700,36,17,RBR,2,18,Finished,+17.841
701,36,21,FER,3,15,Finished,+26.886
702,36,22,MER,4,12,Finished,+29.140
703,36,25,ALP,5,10,Finished,+73.256
704,36,12,FER,6,8,Finished,+74.936
705,36,24,ALP,7,6,Finished,+75.640
706,36,32,AMR,8,4,Finished,+78.107
707,36,8,AT,9,2,Finished,+92.181
708,36,1,WIL,10,1,Finished,+101.900
709,36,26,AMR,11,0,Finished,+103.078
710,36,16,MCL,12,0,Finished,+104.739
711,36,23,AT,13,0,Finished,+105.217
712,36,27,SAU,14,0,Finished,+106.252
713,36,20,MCL,15,0,Finished,+107.163
714,36,15,HAS,16,0,Finished,+1 Lap
715,36,30,HAS,17,0,Finished,+1 Lap
716,36,31,WIL,18,0,Finished,+1 Lap
717,36,18,SAU,NULL,0,DNF,NULL
718,36,11,MER,NULL,0,DNF,NULL
719,37,10,RBR,1,26,Finished,01:36:42.773
720,37,22,MER,2,18,Finished,+4.071
721,37,12,FER,3,15,Finished,+10.929
722,37,11,MER,4,12,Finished,+13.016
723,37,17,RBR,5,10,Finished,+18.168
724,37,25,ALP,6,8,Finished,+18.754
725,37,16,MCL,7,6,Finished,+19.306
726,37,21,FER,8,4,Finished,+20.916
727,37,24,ALP,9,2,Finished,+21.117
728,37,26,AMR,10,1,Finished,+22.459
729,37,8,AT,11,0,Finished,+27.009
730,37,1,WIL,12,0,Finished,+30.390
731,37,30,HAS,13,0,Finished,+32.995
732,37,32,AMR,14,0,Finished,+36.007
733,37,15,HAS,15,0,Finished,+36.869
734,37,27,SAU,16,0,Finished,+37.320
735,37,20,MCL,17,0,Finished,+37.764
736,37,31,WIL,18,0,Finished,+1 Lap
737,37,18,SAU,NULL,0,DNF,NULL
738,37,23,AT,NULL,0,DNF,NULL
739,38,10,RBR,1,25,Finished,01:20:27.511
740,38,12,FER,2,18,Finished,+2.446
741,38,22,MER,3,15,Finished,+3.405
742,38,21,FER,4,12,Finished,+5.061
743,38,11,MER,5,10,Finished,+5.380
744,38,17,RBR,6,9,Finished,+6.091
745,38,16,MCL,7,6,Finished,+6.207
746,38,8,AT,8,4,Finished,+6.396
747,38,29,WIL,9,2,Finished,+7.122
748,38,27,SAU,10,1,Finished,+7.910
749,38,24,ALP,11,0,Finished,+8.323
750,38,30,HAS,12,0,Finished,+8.549
751,38,18,SAU,13,0,Finished,+1 Lap
752,38,23,AT,14,0,Finished,+1 Lap
753,38,31,WIL,15,0,Finished,+1 Lap
754,38,15,HAS,16,0,Finished,+1 Lap
755,38,20,MCL,NULL,0,DNF,NULL
756,38,26,AMR,NULL,0,DNF,NULL
757,38,25,ALP,NULL,0,DNF,NULL
758,38,32,AMR,NULL,0,DNF,NULL
759,39,17,RBR,1,25,Finished,02:02:20.238
760,39,12,FER,2,18,Finished,+2.595
761,39,21,FER,3,15,Finished,+10.305
762,39,16,MCL,4,12,Finished,+21.133
763,39,20,MCL,5,10,Finished,+53.282
764,39,26,AMR,6,8,Finished,+56.330
765,39,10,RBR,7,6,Finished,+58.825
766,39,32,AMR,8,4,Finished,+60.032
767,39,11,MER,9,2,Finished,+61.515
768,39,8,AT,10,1,Finished,+69.576
769,39,18,SAU,11,0,Finished,+88.844
770,39,15,HAS,12,0,Finished,+92.610
771,39,30,HAS,13,0,Finished,+1 Lap
772,39,22,MER,14,0,Finished,+2 Laps
773,39,23,AT,NULL,0,DNF,NULL
774,39,24,ALP,NULL,0,DNF,NULL
775,39,1,WIL,NULL,0,DNF,NULL
776,39,25,ALP,NULL,0,DNF,NULL
777,39,31,WIL,NULL,0,DNF,NULL
778,39,27,SAU,NULL,0,DNF,NULL
779,40,10,RBR,1,25,Finished,03:01:44.004
780,40,17,RBR,2,18,Finished,+27.066
781,40,12,FER,3,15,Finished,+31.763
782,40,24,ALP,4,12,Finished,+39.685
783,40,11,MER,5,10,Finished,+40.326
784,40,32,AMR,6,8,Finished,+46.358
785,40,25,ALP,7,6,Finished,+46.369
786,40,22,MER,8,4,Finished,+47.661
787,40,31,WIL,9,2,Finished,+70.143
788,40,16,MCL,10,1,Finished,+70.782
789,40,20,MCL,11,0,Finished,+72.877
790,40,26,AMR,12,0,Finished,+73.904
791,40,23,AT,13,0,Finished,+75.599
792,40,15,HAS,14,0,Finished,+86.016
793,40,18,SAU,15,0,Finished,+86.496
794,40,27,SAU,16,0,Finished,+87.043
795,40,30,HAS,17,0,Finished,+92.523
796,40,8,AT,18,0,Finished,+108.091
797,40,21,FER,NULL,0,DNF,NULL
798,40,1,WIL,NULL,0,DNF,NULL
799,41,10,RBR,1,25,Finished,01:42:11.687
800,41,11,MER,2,18,Finished,+5.023
801,41,12,FER,3,15,Finished,+7.501
802,41,17,RBR,4,12,Finished,+8.293
803,41,22,MER,5,11,Finished,+44.815
804,41,16,MCL,6,8,Finished,+53.785
805,41,25,ALP,7,6,Finished,+55.078
806,41,32,AMR,8,4,Finished,+65.354
807,41,15,HAS,9,2,Finished,+65.834
808,41,23,AT,10,1,Finished,+70.919
809,41,24,ALP,11,0,Finished,+72.875
810,41,27,SAU,12,0,Finished,+76.164
811,41,1,WIL,13,0,Finished,+80.057
812,41,8,AT,14,0,Finished,+81.763
813,41,30,HAS,15,0,Finished,+84.490
814,41,20,MCL,16,0,Finished,+90.487
815,41,31,WIL,17,0,Finished,+103.588
816,41,26,AMR,NULL,0,DNF,NULL
817,41,18,SAU,NULL,0,DNF,NULL
818,41,21,FER,NULL,0,DNF,NULL
819,42,10,RBR,1,25,Finished,01:38:36.729
820,42,11,MER,2,18,Finished,+15.186
821,42,17,RBR,3,15,Finished,+18.097
822,42,22,MER,4,13,Finished,+49.431
823,42,21,FER,5,10,Finished,+58.123
824,42,12,FER,6,8,Finished,+68.774
825,42,20,MCL,7,6,Finished,+1 Lap
826,42,24,ALP,8,4,Finished,+1 Lap
827,42,16,MCL,9,2,Finished,+1 Lap
828,42,18,SAU,10,1,Finished,+1 Lap
829,42,8,AT,11,0,Finished,+1 Lap
830,42,1,WIL,12,0,Finished,+1 Lap
831,42,27,SAU,13,0,Finished,+1 Lap
832,42,32,AMR,14,0,Finished,+1 Lap
833,42,26,AMR,15,0,Finished,+1 Lap
834,42,30,HAS,16,0,Finished,+1 Lap
835,42,15,HAS,17,0,Finished,+1 Lap
836,42,31,WIL,18,0,Finished,+2 Laps
837,42,25,ALP,NULL,0,DNF,NULL
838,42,23,AT,NULL,0,DNF,NULL
839,43,22,MER,1,26,Finished,01:38:34.044
840,43,11,MER,2,18,Finished,+1.529
841,43,21,FER,3,15,Finished,+4.051
842,43,12,FER,4,12,Finished,+8.441
843,43,25,ALP,5,10,Finished,+9.561
844,43,10,RBR,6,8,Finished,+10.056
845,43,17,RBR,7,6,Finished,+14.080
846,43,24,ALP,8,4,Finished,+18.690
847,43,18,SAU,9,2,Finished,+22.552
848,43,26,AMR,10,1,Finished,+23.552
849,43,32,AMR,11,0,Finished,+26.183
850,43,27,SAU,12,0,Finished,+29.325
851,43,30,HAS,13,0,Finished,+29.899
852,43,8,AT,14,0,Finished,+31.867
853,43,1,WIL,15,0,Finished,+36.016
854,43,31,WIL,16,0,Finished,+37.038
855,43,23,AT,17,0,Finished,+1 Lap
856,43,16,MCL,NULL,0,DNF,NULL
857,43,15,HAS,NULL,0,DNF,NULL
858,43,20,MCL,NULL,0,DNF,NULL
859,44,10,RBR,1,25,Finished,01:27:45.914
860,44,12,FER,2,18,Finished,+8.771
861,44,17,RBR,3,15,Finished,+10.093
862,44,21,FER,4,12,Finished,+24.892
863,44,22,MER,5,10,Finished,+35.888
864,44,16,MCL,6,9,Finished,+56.234
865,44,24,ALP,7,6,Finished,+57.240
866,44,26,AMR,8,4,Finished,+76.931
867,44,20,MCL,9,2,Finished,+83.268
868,44,32,AMR,10,1,Finished,+83.898
869,44,23,AT,11,0,Finished,+89.371
870,44,27,SAU,12,0,Finished,+1 Lap
871,44,1,WIL,13,0,Finished,+1 Lap
872,44,8,AT,14,0,Finished,+1 Lap
873,44,18,SAU,15,0,Finished,+1 Lap
874,44,30,HAS,16,0,Finished,+1 Lap
875,44,15,HAS,17,0,Finished,+1 Lap
876,44,11,MER,NULL,0,DNF,NULL
877,44,31,WIL,NULL,0,DNF,NULL
878,44,25,ALP,NULL,0,DNF,NULL
879,45,10,RBR,1,25,Finished,01:33:56.736
880,45,17,RBR,2,18,Finished,+11.987
881,45,25,AMR,3,15,Finished,+38.637
882,45,21,FER,4,12,Finished,+48.052
883,45,11,MER,5,10,Finished,+50.977
884,45,26,AMR,6,8,Finished,+54.502
885,45,22,MER,7,6,Finished,+55.873
886,45,18,SAU,8,4,Finished,+72.647
887,45,8,ALP,9,2,Finished,+73.753
888,45,1,WIL,10,1,Finished,+89.774
889,45,23,AT,11,0,Finished,+90.870
890,45,28,WIL,12,0,Finished,+1 Lap
891,45,15,HAS,13,0,Finished,+1 Lap
892,45,29,AT,14,0,Finished,+1 Lap
893,45,13,HAS,15,0,Finished,+1 Lap
894,45,27,SAU,16,0,Finished,+1 Lap
895,45,16,MCL,17,0,Finished,+2 Laps
896,45,24,ALP,NULL,0,DNF,NULL
897,45,12,FER,NULL,0,DNF,NULL
898,45,19,MCL,NULL,0,DNF,NULL
899,46,17,RBR,1,25,Finished,01:21:14.894
900,46,10,RBR,2,0,Finished,+5.355
901,46,25,AMR,3,15,Finished,+20.728
902,46,22,MER,4,12,Finished,+25.866
903,46,11,MER,5,10,Finished,+31.065
904,46,21,FER,6,8,Finished,+35.876
905,46,12,FER,7,6,Finished,+43.162
906,46,24,ALP,8,4,Finished,+52.832
907,46,8,ALP,9,2,Finished,+54.747
908,46,15,HAS,10,1,Finished,+64.826
909,46,23,AT,11,0,Finished,+67.494
910,46,13,HAS,12,0,Finished,+70.588
911,46,27,SAU,13,0,Finished,+76.060
912,46,29,AT,14,0,Finished,+77.478
913,46,19,MCL,15,0,Finished,+85.021
914,46,28,WIL,16,0,Finished,+86.293
915,46,16,MCL,17,0,Finished,+86.445
916,46,18,SAU,18,0,Finished,+1 Lap
917,46,1,WIL,NULL,0,DNF,NULL
918,46,26,AMR,NULL,0,DNF,NULL
919,47,10,RBR,1,25,Finished,02:32:38.371
920,47,11,MER,2,18,Finished,+0.179
921,47,25,AMR,3,15,Finished,+0.769
922,47,26,AMR,4,12,Finished,+3.082
923,47,17,RBR,5,11,Finished,+3.320
924,47,16,MCL,6,8,Finished,+3.701
925,47,13,HAS,7,6,Finished,+4.939
926,47,19,MCL,8,4,Finished,+5.382
927,47,27,SAU,9,2,Finished,+5.713
928,47,23,AT,10,1,Finished,+6.052
929,47,18,SAU,11,0,Finished,+6.513
930,47,21,FER,12,0,Finished,+6.594
931,47,8,ALP,NULL,0,DNF,NULL
932,47,24,ALP,NULL,0,DNF,NULL
933,47,29,AT,NULL,0,DNF,NULL
934,47,28,WIL,NULL,0,DNF,NULL
935,47,15,HAS,NULL,0,DNF,NULL
936,47,22,MER,NULL,0,DNF,NULL
937,47,1,WIL,NULL,0,DNF,NULL
938,47,12,FER,NULL,0,DNF,NULL
939,48,17,RBR,1,25,Finished,01:32:42.436
940,48,10,RBR,2,18,Finished,+2.137
941,48,12,FER,3,15,Finished,+21.217
942,48,25,AMR,4,12,Finished,+22.024
943,48,21,FER,5,10,Finished,+45.491
944,48,11,MER,6,8,Finished,+46.145
945,48,26,AMR,7,6,Finished,+51.617
946,48,22,MER,8,5,Finished,+74.240
947,48,16,MCL,9,2,Finished,+80.376
948,48,23,AT,10,1,Finished,+83.862
949,48,19,MCL,11,0,Finished,+86.501
950,48,1,WIL,12,0,Finished,+88.623
951,48,15,HAS,13,0,Finished,+89.729
952,48,8,ALP,14,0,Finished,+91.332
953,48,24,ALP,15,0,Finished,+97.794
954,48,28,WIL,16,0,Finished,+100.943
955,48,13,HAS,17,0,Finished,+1 Lap
956,48,18,SAU,18,0,Finished,+1 Lap
957,48,27,SAU,NULL,0,DNF,NULL
958,48,29,AT,NULL,0,DNF,NULL
959,49,10,RBR,1,26,Finished,01:27:38.241
960,49,17,RBR,2,18,Finished,+5.384
