ResultID,RaceID,DriverID,TeamID,Pos,Points,Standings,LapTime
1885,96,30,AT,12,0,Finished,+78.451
1886,96,50,HAS,13,0,Finished,+79.194
1887,96,24,HAS,14,0,Finished,+99.723
1888,96,13,SAU,15,0,Finished,+1 Lap
1889,96,26,AMR,16,0,Finished,+1 Lap
1890,96,61,ALP,17,0,Finished,+1 Lap
1891,96,5,SAU,18,0,Finished,+1 Lap
1892,96,23,RBR,NULL,0,DNF,NULL
1893,96,8,ALP,NULL,0,DNF,NULL
1894,97,19,MCL,1,25,Finished,01:28:51.587
1895,97,16,MCL,2,18,Finished,+4.630
1896,97,22,MER,3,15,Finished,+37.644
1897,97,10,RBR,4,12,Finished,+39.956
1898,97,1,WIL,5,10,Finished,+48.067
1899,97,12,MER,6,8,Finished,+55.502
1900,97,12,FER,7,6,Finished,+57.036
1901,97,11,FER,8,4,Finished,+60.186
1902,97,21,WIL,9,2,Finished,+60.577
1903,97,23,RBR,10,1,Finished,+74.434
1904,97,6,AT,11,0,Finished,+74.602
1905,97,24,HAS,12,0,Finished,+82.006
1906,97,8,ALP,13,0,Finished,+90.445
1907,97,13,SAU,14,0,Finished,+1 Lap
1908,97,25,AMR,15,0,Finished,+1 Lap
1909,97,26,AMR,16,0,Finished,+1 Lap
1910,97,30,AT,NULL,0,DNF,NULL
1911,97,5,SAU,NULL,0,DNF,NULL
1912,97,50,HAS,NULL,0,DNF,NULL
1913,97,61,ALP,NULL,0,DNF,NULL
1914,98,10,RBR,1,25,Finished,01:31:33.199
1915,98,16,MCL,2,18,Finished,+6.109
1916,98,19,MCL,3,15,Finished,+12.956
1917,98,11,FER,4,12,Finished,+14.356
1918,98,1,WIL,5,10,Finished,+17.945
1919,98,12,FER,6,8,Finished,+20.774
1920,98,22,MER,7,6,Finished,+22.034
1921,98,21,WIL,8,4,Finished,+22.898
1922,98,6,AT,9,2,Finished,+23.586
1923,98,23,RBR,10,1,Finished,+26.446
1924,98,25,AMR,11,0,Finished,+27.250
1925,98,13,SAU,12,0,Finished,+30.296
1926,98,8,ALP,13,0,Finished,+31.424
1927,98,30,AT,14,0,Finished,+32.511
1928,98,26,AMR,15,0,Finished,+32.993
1929,98,43,ALP,16,0,Finished,+33.411
1930,98,50,HAS,17,0,Finished,+33.808
1931,98,5,SAU,18,0,Finished,+38.572
1932,98,12,MER,NULL,0,DNF,NULL
1933,98,24,HAS,NULL,0,DNF,NULL
1934,99,16,MCL,1,25,Finished,01:40:33.843
1935,99,12,FER,2,18,Finished,+3.131
1936,99,19,MCL,3,15,Finished,+3.658
1937,99,10,RBR,4,12,Finished,+20.572
1938,99,11,FER,5,10,Finished,+51.387
1939,99,6,AT,6,8,Finished,+1 Lap
1940,99,24,HAS,7,6,Finished,+1 Lap
1941,99,30,AT,8,4,Finished,+1 Lap
1942,99,1,WIL,9,2,Finished,+2 Laps
1943,99,21,WIL,10,1,Finished,+2 Laps
1944,99,22,MER,11,0,Finished,+2 Laps
1945,99,50,HAS,12,0,Finished,+2 Laps
1946,99,43,ALP,13,0,Finished,+2 Laps
1947,99,5,SAU,14,0,Finished,+2 Laps
1948,99,26,AMR,15,0,Finished,+2 Laps
1949,99,13,SAU,16,0,Finished,+2 Laps
1950,99,23,RBR,17,0,Finished,+2 Laps
1951,99,12,MER,18,0,Finished,+3 Laps
1952,99,25,AMR,NULL,0,DNF,NULL
1953,99,8,ALP,NULL,0,DNF,NULL
1954,100,19,MCL,1,25,Finished,01:32:57.375
1955,100,16,MCL,2,18,Finished,+2.471
1956,100,12,FER,3,15,Finished,+10.455
1957,100,22,MER,4,12,Finished,+11.359
1958,100,13,SAU,5,10,Finished,+13.648
1959,100,11,FER,6,8,Finished,+15.508
1960,100,6,AT,7,6,Finished,+16.022
1961,100,8,ALP,8,4,Finished,+17.882
1962,100,25,AMR,9,2,Finished,+21.564
1963,100,10,RBR,10,1,Finished,+21.826
1964,100,30,AT,11,0,Finished,+25.532
1965,100,5,SAU,12,0,Finished,+25.996
1966,100,23,RBR,13,0,Finished,+28.822
1967,100,21,WIL,14,0,Finished,+29.309
1968,100,43,ALP,15,0,Finished,+31.381
1969,100,24,HAS,16,0,Finished,+32.197
1970,100,50,HAS,17,0,Finished,+37.065
1971,100,12,MER,NULL,0,DNF,NULL
1972,100,1,WIL,NULL,0,DNF,NULL
1973,101,22,MER,1,25,Finished,01:31:52.688
1974,101,10,RBR,2,18,Finished,+0.228
1975,101,12,MER,3,15,Finished,+1.014
1976,101,19,MCL,4,12,Finished,+2.109
1977,101,12,FER,5,10,Finished,+3.442
1978,101,11,FER,6,8,Finished,+10.713
1979,101,25,AMR,7,6,Finished,+10.972
1980,101,13,SAU,8,4,Finished,+15.364
1981,101,24,HAS,9,2,Finished,+1 Lap
1982,101,21,WIL,10,1,Finished,+1 Lap
1983,101,50,HAS,11,0,Finished,+1 Lap
1984,101,23,RBR,12,0,Finished,+1 Lap
1985,101,43,ALP,13,0,Finished,+1 Lap
1986,101,5,SAU,14,0,Finished,+1 Lap
1987,101,8,ALP,15,0,Finished,+1 Lap
1988,101,6,AT,16,0,Finished,+1 Lap
1989,101,26,AMR,17,0,Finished,+1 Lap
1990,101,16,MCL,NULL,0,DNF,NULL
1991,101,30,AT,NULL,0,DNF,NULL
1992,101,1,WIL,NULL,0,DNF,NULL
1993,102,16,MCL,1,25,Finished,01:23:47.693
1994,102,19,MCL,2,18,Finished,+2.695
1995,102,12,FER,3,15,Finished,+19.820
1996,102,11,FER,4,12,Finished,+29.020
1997,102,22,MER,5,10,Finished,+62.396
1998,102,30,AT,6,8,Finished,+67.754
1999,102,25,AMR,7,6,Finished,+1 Lap
2000,102,5,SAU,8,4,Finished,+1 Lap
2001,102,13,SAU,9,2,Finished,+1 Lap
2002,102,24,HAS,10,1,Finished,+1 Lap
2003,102,50,HAS,11,0,Finished,+1 Lap
2004,102,6,AT,12,0,Finished,+1 Lap
2005,102,8,ALP,13,0,Finished,+1 Lap
2006,102,26,AMR,14,0,Finished,+1 Lap
2007,102,43,ALP,15,0,Finished,+1 Lap
2008,102,23,RBR,16,0,Finished,+2 Laps
2009,102,1,WIL,NULL,0,DNF,NULL
2010,102,10,RBR,NULL,0,DNF,NULL
2011,102,12,MER,NULL,0,DNF,NULL
2012,102,21,WIL,NULL,0,DNS,NULL
2013,103,16,MCL,1,25,Finished,01:37:15.735
2014,103,19,MCL,2,18,Finished,+6.812
2015,103,13,SAU,3,15,Finished,+34.742
2016,103,11,FER,4,12,Finished,+39.812
2017,103,10,RBR,5,10,Finished,+56.781
2018,103,8,ALP,6,8,Finished,+59.857
2019,103,26,AMR,7,6,Finished,+60.603
2020,103,1,WIL,8,4,Finished,+64.135
2021,103,25,AMR,9,2,Finished,+65.858
2022,103,22,MER,10,1,Finished,+70.674
2023,103,50,HAS,11,0,Finished,+72.095
2024,103,21,WIL,12,0,Finished,+76.592
2025,103,24,HAS,13,0,Finished,+77.301
2026,103,12,FER,14,0,Finished,+84.477
2027,103,23,RBR,15,0,Finished,+1 Lap
2028,103,12,MER,NULL,0,DNF,NULL
2029,103,6,AT,NULL,0,DNF,NULL
2030,103,5,SAU,NULL,0,DNF,NULL
2031,103,30,AT,NULL,0,DNF,NULL
2032,103,43,ALP,NULL,0,DNS,NULL
2033,104,19,MCL,1,25,Finished,01:25:22.601
2034,104,16,MCL,2,18,Finished,+3.415
2035,104,12,FER,3,15,Finished,+20.185
2036,104,10,RBR,4,12,Finished,+21.731
2037,104,22,MER,5,10,Finished,+34.863
2038,104,1,WIL,6,8,Finished,+39.926
2039,104,11,FER,7,6,Finished,+40.679
2040,104,30,AT,8,4,Finished,+52.033
2041,104,5,SAU,9,2,Finished,+56.434
2042,104,8,ALP,10,1,Finished,+72.714
2043,104,50,HAS,11,0,Finished,+73.145
2044,104,13,SAU,12,0,Finished,+73.628
2045,104,23,RBR,13,0,Finished,+75.395
2046,104,26,AMR,14,0,Finished,+79.831
2047,104,24,HAS,15,0,Finished,+86.063
2048,104,12,MER,16,0,Finished,+86.721
2049,104,25,AMR,17,0,Finished,+87.924
2050,104,21,WIL,18,0,Finished,+92.024
2051,104,43,ALP,19,0,Finished,+95.250
2052,104,6,AT,20,0,Finished,+1 Lap
2053,105,16,MCL,1,25,Finished,01:35:21.231
2054,105,19,MCL,2,18,Finished,+0.698
2055,105,22,MER,3,15,Finished,+21.916
2056,105,12,FER,4,12,Finished,+42.560
2057,105,25,AMR,5,10,Finished,+59.040
2058,105,5,SAU,6,8,Finished,+66.169
2059,105,26,AMR,7,6,Finished,+68.174
2060,105,30,AT,8,4,Finished,+69.451
2061,105,10,RBR,9,2,Finished,+72.645
2062,105,12,MER,10,1,Finished,+1 Lap
2063,105,6,AT,11,0,Finished,+1 Lap
2064,105,11,FER,12,0,Finished,+1 Lap
2065,105,13,SAU,13,0,Finished,+1 Lap
2066,105,21,WIL,14,0,Finished,+1 Lap
2067,105,1,WIL,15,0,Finished,+1 Lap
2068,105,24,HAS,16,0,Finished,+1 Lap
2069,105,23,RBR,17,0,Finished,+1 Lap
2070,105,43,ALP,18,0,Finished,+1 Lap
2071,105,8,ALP,19,0,Finished,+1 Lap
2072,105,50,HAS,NULL,0,DNF,NULL
2073,106,19,MCL,1,25,Finished,01:38:29.849
2074,106,10,RBR,2,18,Finished,+1.271
2075,106,6,AT,3,15,Finished,+3.233
2076,106,22,MER,4,12,Finished,+5.654
2077,106,1,WIL,5,10,Finished,+6.327
2078,106,50,HAS,6,8,Finished,+9.044
2079,106,26,AMR,7,6,Finished,+9.497
2080,106,25,AMR,8,4,Finished,+11.709
2081,106,23,RBR,9,2,Finished,+13.597
2082,106,24,HAS,10,1,Finished,+14.063
2083,106,43,ALP,11,0,Finished,+14.511
2084,106,30,AT,12,0,Finished,+17.063
2085,106,21,WIL,13,0,Finished,+17.376
2086,106,13,SAU,14,0,Finished,+19.725
2087,106,5,SAU,15,0,Finished,+21.565
2088,106,12,MER,16,0,Finished,+22.029
2089,106,8,ALP,17,0,Finished,+23.629
2090,106,16,MCL,NULL,0,DNF,NULL
2091,106,12,FER,NULL,0,DNF,NULL
2092,106,11,FER,NULL,0,DNF,NULL
2093,107,10,RBR,1,25,Finished,01:13:24.325
2094,107,16,MCL,2,18,Finished,+19.207
2095,107,19,MCL,3,15,Finished,+21.351
2096,107,12,FER,4,12,Finished,+25.624
2097,107,22,MER,5,10,Finished,+32.881
2098,107,11,FER,6,8,Finished,+37.449
2099,107,1,WIL,7,6,Finished,+50.537
2100,107,5,SAU,8,4,Finished,+58.484
2101,107,12,MER,9,2,Finished,+59.762
2102,107,6,AT,10,1,Finished,+63.891
2103,107,21,WIL,11,0,Finished,+64.469
2104,107,50,HAS,12,0,Finished,+79.288
2105,107,23,RBR,13,0,Finished,+80.701
2106,107,30,AT,14,0,Finished,+82.351
2107,107,24,HAS,15,0,Finished,+1 Lap
2108,107,8,ALP,16,0,Finished,+1 Lap
2109,107,43,ALP,17,0,Finished,+1 Lap
2110,107,26,AMR,18,0,Finished,+1 Lap
2111,107,25,AMR,NULL,0,DNF,NULL
2112,107,13,SAU,NULL,0,DNS,NULL
2113,108,10,RBR,1,25,Finished,01:33:26.408
2114,108,22,MER,2,18,Finished,+14.609
2115,108,21,WIL,3,15,Finished,+19.199
2116,108,12,MER,4,12,Finished,+21.760
2117,108,30,AT,5,10,Finished,+33.290
2118,108,23,RBR,6,8,Finished,+33.808
2119,108,16,MCL,7,6,Finished,+34.227
2120,108,11,FER,8,4,Finished,+36.310
2121,108,12,FER,9,2,Finished,+36.774
2122,108,6,AT,10,1,Finished,+38.982
2123,108,5,SAU,11,0,Finished,+67.606
2124,108,50,HAS,12,0,Finished,+68.262
2125,108,1,WIL,13,0,Finished,+72.870
2126,108,24,HAS,14,0,Finished,+77.580
2127,108,25,AMR,15,0,Finished,+78.707
2128,108,13,SAU,16,0,Finished,+80.237
2129,108,26,AMR,17,0,Finished,+96.392
2130,108,8,ALP,18,0,Finished,+1 Lap
2131,108,43,ALP,19,0,Finished,+1 Lap
2132,108,19,MCL,NULL,0,DNF,NULL
2133,109,22,MER,1,25,Finished,01:40:22.367
2134,109,10,RBR,2,18,Finished,+5.430
2135,109,16,MCL,3,15,Finished,+6.066
2136,109,19,MCL,4,12,Finished,+8.146
2137,109,12,MER,5,10,Finished,+33.681
2138,109,12,FER,6,8,Finished,+45.996
2139,109,25,AMR,7,6,Finished,+80.667
2140,109,11,FER,8,4,Finished,+85.251
2141,109,50,HAS,9,2,Finished,+93.527
2142,109,21,WIL,10,1,Finished,+1 Lap
2143,109,6,AT,11,0,Finished,+1 Lap
2144,109,23,RBR,12,0,Finished,+1 Lap
2145,109,26,AMR,13,0,Finished,+1 Lap
2146,109,1,WIL,14,0,Finished,+1 Lap
2147,109,30,AT,15,0,Finished,+1 Lap
2148,109,43,ALP,16,0,Finished,+1 Lap
2149,109,5,SAU,17,0,Finished,+1 Lap
2150,109,24,HAS,18,0,Finished,+1 Lap
2151,109,8,ALP,19,0,Finished,+1 Lap
2152,109,13,SAU,20,0,Finished,+1 Lap
2153,110,10,RBR,1,25,Finished,01:34:00.161
2154,110,16,MCL,2,18,Finished,+7.959
2155,110,12,FER,3,15,Finished,+15.373
2156,110,11,FER,4,12,Finished,+28.536
2157,110,19,MCL,5,10,Finished,+29.678
2158,110,22,MER,6,8,Finished,+33.456
2159,110,23,RBR,7,6,Finished,+52.714
2160,110,13,SAU,8,4,Finished,+57.249
2161,110,50,HAS,9,2,Finished,+64.722
2162,110,25,AMR,10,1,Finished,+70.001
2163,110,30,AT,11,0,Finished,+73.209
2164,110,26,AMR,12,0,Finished,+74.778
2165,110,12,MER,13,0,Finished,+75.746
2166,110,1,WIL,14,0,Finished,+80.000
2167,110,24,HAS,15,0,Finished,+83.043
2168,110,6,AT,16,0,Finished,+92.807
2169,110,43,ALP,17,0,Finished,+1 Lap
2170,110,5,SAU,18,0,Finished,+1 Lap
2171,110,8,ALP,19,0,Finished,+1 Lap
2172,110,21,WIL,NULL,0,DNF,NULL
2173,111,16,MCL,1,25,Finished,01:37:58.574
2174,111,12,FER,2,18,Finished,+30.324
2175,111,10,RBR,3,15,Finished,+31.049
2176,111,50,HAS,4,12,Finished,+40.955
2177,111,19,MCL,5,10,Finished,+42.065
2178,111,12,MER,6,8,Finished,+47.837
2179,111,22,MER,7,6,Finished,+50.287
2180,111,11,FER,8,4,Finished,+56.446
2181,111,24,HAS,9,2,Finished,+75.464
2182,111,5,SAU,10,1,Finished,+76.863
2183,111,23,RBR,11,0,Finished,+79.048
2184,111,1,WIL,12,0,Finished,+1 Lap
2185,111,6,AT,13,0,Finished,+1 Lap
2186,111,26,AMR,14,0,Finished,+1 Lap
2187,111,8,ALP,15,0,Finished,+1 Lap
2188,111,43,ALP,16,0,Finished,+1 Lap
2189,111,21,WIL,NULL,0,DNF,NULL
2190,111,25,AMR,NULL,0,DNF,NULL
2191,111,13,SAU,NULL,0,DNF,NULL
2192,111,30,AT,NULL,0,DNF,NULL
2193,112,16,MCL,1,25,Finished,01:32:01.596
2194,112,12,MER,2,18,Finished,+10.388
2195,112,10,RBR,3,15,Finished,+10.750
2196,112,22,MER,4,12,Finished,+15.267
2197,112,19,MCL,5,10,Finished,+15.749
2198,112,50,HAS,6,8,Finished,+29.630
2199,112,30,AT,7,6,Finished,+52.642
2200,112,6,AT,8,4,Finished,+52.873
2201,112,13,SAU,9,2,Finished,+53.324
2202,112,8,ALP,10,1,Finished,+53.914
2203,112,1,WIL,11,0,Finished,+54.184
2204,112,24,HAS,12,0,Finished,+54.696
2205,112,21,WIL,13,0,Finished,+55.420
2206,112,25,AMR,14,0,Finished,+55.766
2207,112,43,ALP,15,0,Finished,+57.777
2208,112,26,AMR,16,0,Finished,+58.247
2209,112,23,RBR,17,0,Finished,+69.176
2210,112,11,FER,NULL,0,DNF,NULL
2211,112,12,FER,NULL,0,DNF,NULL
2212,112,5,SAU,NULL,0,DNF,NULL
2213,113,10,RBR,1,25,Finished,01:21:08.429
2214,113,22,MER,2,18,Finished,+23.546
2215,113,12,MER,3,15,Finished,+30.488
2216,113,12,FER,4,12,Finished,+30.678
2217,113,21,WIL,5,10,Finished,+34.924
2218,113,6,AT,6,8,Finished,+45.257
2219,113,13,SAU,7,6,Finished,+51.134
2220,113,11,FER,8,4,Finished,+59.369
2221,113,24,HAS,9,2,Finished,+60.635
2222,113,50,HAS,10,1,Finished,+70.549
2223,113,25,AMR,11,0,Finished,+85.308
2224,113,23,RBR,12,0,Finished,+86.974
2225,113,8,ALP,13,0,Finished,+91.702
2226,113,30,AT,14,0,Finished,+1 Lap
2227,113,43,ALP,15,0,Finished,+1 Lap
2228,113,1,WIL,NULL,0,DNF,NULL
2229,113,5,SAU,NULL,0,DNF,NULL
2230,113,26,AMR,NULL,0,DNF,NULL
2231,113,16,MCL,NULL,0,DSQ,NULL
2232,113,19,MCL,NULL,0,DSQ,NULL
2233,114,10,RBR,1,25,Finished,01:24:38.241
2234,114,19,MCL,2,18,Finished,+7.995
2235,114,21,WIL,3,15,Finished,+22.665
2236,114,16,MCL,4,12,Finished,+23.315
2237,114,12,MER,5,10,Finished,+28.317
2238,114,22,MER,6,8,Finished,+48.599
2239,114,25,AMR,7,6,Finished,+54.045
2240,114,12,FER,8,4,Finished,+56.785
2241,114,30,AT,9,2,Finished,+60.073
2242,114,23,RBR,10,1,Finished,+61.770
2243,114,1,WIL,11,0,Finished,+66.931
2244,114,11,FER,12,0,Finished,+77.730
2245,114,5,SAU,13,0,Finished,+84.812
2246,114,43,ALP,14,0,Finished,+1 Lap
2247,114,24,HAS,15,0,Finished,+1 Lap
2248,114,8,ALP,16,0,Finished,+1 Lap
2249,114,26,AMR,17,0,DNF,NULL
2250,114,6,AT,18,0,DNF,NULL
2251,114,50,HAS,NULL,0,DNF,NULL
2252,114,13,SAU,NULL,0,DNF,NULL
2253,115,10,RBR,1,25,Finished,01:26:07.469
2254,115,19,MCL,2,18,Finished,+12.594
2255,115,16,MCL,3,15,Finished,+16.572
2256,115,12,FER,4,12,Finished,+23.279
2257,115,22,MER,5,10,Finished,+48.563
2258,115,25,AMR,6,8,Finished,+67.562
2259,115,24,HAS,7,6,Finished,+69.876
2260,115,11,FER,8,4,Finished,+72.670
2261,115,13,SAU,9,2,Finished,+79.014
2262,115,26,AMR,10,1,Finished,+79.523
2263,115,5,SAU,11,0,Finished,+81.043
2264,115,50,HAS,12,0,Finished,+81.166
2265,115,21,WIL,13,0,Finished,+82.158
2266,115,23,RBR,14,0,Finished,+83.794
2267,115,12,MER,15,0,Finished,+84.399
2268,115,1,WIL,16,0,Finished,+90.327
2269,115,6,AT,17,0,Finished,+1 Lap
2270,115,30,AT,18,0,Finished,+1 Lap
2271,115,8,ALP,19,0,Finished,+1 Lap
2272,115,43,ALP,20,0,Finished,+1 Lap
2273,116,22,MER,1,25,Finished,01:23:06.801
2274,116,2,MER,2,18,Finished,+2.974
2275,116,12,FER,3,15,Finished,+15.519
2276,116,11,FER,4,12,Finished,+16.144
2277,116,16,MCL,5,10,Finished,+51.741
2278,116,10,RBR,6,8,Finished,+54.617
2279,116,50,HAS,7,6,Finished,+1 Lap
2280,116,41,AT,8,4,Finished,+1 Lap
2281,116,5,SAU,9,2,Finished,+1 Lap
2282,116,8,ALP,10,1,Finished,+1 Lap
2283,116,24,HAS,11,0,Finished,+1 Lap
2284,116,1,WIL,12,0,Finished,+1 Lap
2285,116,30,AT,13,0,Finished,+1 Lap
2286,116,43,ALP,14,0,Finished,+2 Laps
2287,116,21,WIL,15,0,Finished,+2 Laps
2288,116,11,CAD,16,0,Finished,+3 Laps
2289,116,26,AMR,NULL,0,DNF,NULL
2290,116,25,AMR,NULL,0,DNF,NULL
2291,116,13,CAD,NULL,0,DNF,NULL
2292,116,6,RBR,NULL,0,DNF,NULL
2293,116,19,MCL,NULL,0,DNS,NULL
2294,116,13,SAU,NULL,0,DNS,NULL
2295,117,2,MER,1,25,Finished,01:33:15.607
2296,117,22,MER,2,18,Finished,+5.515
2297,117,11,FER,3,15,Finished,+25.267
2298,117,12,FER,4,12,Finished,+28.894
2299,117,50,HAS,5,10,Finished,+57.268
2300,117,8,ALP,6,8,Finished,+59.647
2301,117,30,AT,7,6,Finished,+80.588
2302,117,6,RBR,8,4,Finished,+87.247
2303,117,21,WIL,9,2,Finished,+1 Lap
2304,117,43,ALP,10,1,Finished,+1 Lap
2305,117,13,SAU,11,0,Finished,+1 Lap
2306,117,41,AT,12,0,Finished,+1 Lap
2307,117,13,CAD,13,0,Finished,+1 Lap
2308,117,24,HAS,14,0,Finished,+1 Lap
2309,117,11,CAD,15,0,Finished,+1 Lap
2310,117,10,RBR,NULL,0,DNF,NULL
2311,117,25,AMR,NULL,0,DNF,NULL
2312,117,26,AMR,NULL,0,DNF,NULL
2313,117,19,MCL,NULL,0,DNS,NULL
2314,117,16,MCL,NULL,0,DNS,NULL
2315,117,5,SAU,NULL,0,DNS,NULL
2316,117,1,WIL,NULL,0,DNS,NULL
2317,118,2,MER,1,25,Finished,01:28:03.403
2318,118,19,MCL,2,18,Finished,+13.722
2319,118,12,FER,3,15,Finished,+15.270
2320,118,22,MER,4,12,Finished,+15.754
2321,118,16,MCL,5,10,Finished,+23.479
2322,118,11,FER,6,8,Finished,+25.037
2323,118,8,ALP,7,6,Finished,+32.340
2324,118,10,RBR,8,4,Finished,+32.677
2325,118,30,AT,9,2,Finished,+50.180
2326,118,24,HAS,10,1,Finished,+51.216
2327,118,13,SAU,11,0,Finished,+52.280
2328,118,6,RBR,12,0,Finished,+56.154
2329,118,5,SAU,13,0,Finished,+59.078
2330,118,41,AT,14,0,Finished,+59.848
2331,118,21,WIL,15,0,Finished,+65.008
2332,118,43,ALP,16,0,Finished,+65.773
2333,118,11,CAD,17,0,Finished,+92.453
2334,118,25,AMR,18,0,Finished,+1 Lap
2335,118,13,CAD,19,0,Finished,+1 Lap
2336,118,1,WIL,20,0,Finished,+2 Laps
2337,118,26,AMR,NULL,0,DNF,NULL
2338,118,50,HAS,NULL,0,DNF,NULL